Company,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Total Fat (% Daily Value),Saturated Fat (% Daily Value),Cholesterol (% Daily Value),Sodium (% Daily Value),Total Carbohydrates (% Daily Value),Dietary Fiber (% Daily Value),Protein (% Daily Value),Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Category,FreeStyle Points,SmartPoints,PointsPlus
Mcdonalds,Crispy Chicken & Bacon Signature McWrap,600,297,33.0,10.0,0.3,75.0,1280.0,48.0,6.0,4.0,30.0,51.0,50.0,25.0,53.0,16.0,24.0,60.0,10.0,10.0,20.0,15.0,Sandwiches & Wraps,16.0,18.0,16.0
Mcdonalds,Chicken Big Mac,610,288,32.0,7.0,0.3,55.0,1100.0,61.0,4.0,8.0,23.0,49.0,35.0,18.0,46.0,20.0,16.0,46.0,0.0,0.0,8.0,21.0,Sandwiches & Wraps,17.0,19.0,17.0
Mcdonalds,Grilled Chicken BLT Sandwich,560,234,26.0,7.0,0.2,135.0,1170.0,46.0,3.0,7.0,38.0,40.0,35.0,45.0,49.0,15.0,12.0,76.0,8.0,20.0,8.0,20.0,Sandwiches & Wraps,14.0,16.0,15.0
Mcdonalds,Crispy Chicken BLT Sandwich,700,333,37.0,8.0,0.3,110.0,1240.0,62.0,4.0,7.0,32.0,57.0,40.0,37.0,52.0,21.0,16.0,64.0,8.0,20.0,8.0,25.0,Sandwiches & Wraps,19.0,21.0,19.0
Mcdonalds,Chicken Caesar McWrap Grilled,430,144,16.0,5.0,0.2,100.0,890.0,36.0,6.0,3.0,36.0,25.0,25.0,33.0,37.0,12.0,24.0,72.0,2.0,10.0,6.0,15.0,Sandwiches & Wraps,10.0,11.0,11.0
Mcdonalds,Chicken Caesar McWrap Crispy,570,243,27.0,7.0,0.3,75.0,960.0,52.0,7.0,3.0,30.0,42.0,35.0,25.0,40.0,17.0,28.0,60.0,2.0,10.0,6.0,20.0,Sandwiches & Wraps,15.0,17.0,15.0
Mcdonalds,"Grilled Chicken, Tomato & Mozzarella Sandwich",500,198,22.0,7.0,0.4,130.0,1010.0,40.0,3.0,7.0,36.0,34.0,35.0,43.0,42.0,13.0,12.0,72.0,10.0,15.0,20.0,20.0,Sandwiches & Wraps,12.0,14.0,13.0
Mcdonalds,"Crispy Chicken, Tomato & Mozzarella Sandwich",640,297,33.0,9.0,0.5,105.0,1080.0,56.0,4.0,7.0,31.0,51.0,45.0,35.0,45.0,19.0,16.0,62.0,10.0,15.0,20.0,25.0,Sandwiches & Wraps,18.0,20.0,17.0
Mcdonalds,Grilled Chipotle Chicken Snack Wrap,240,54,6.0,2.5,0.1,45.0,490.0,31.0,1.0,8.0,17.0,9.0,13.0,15.0,20.0,10.0,4.0,34.0,2.0,2.0,6.0,15.0,Sandwiches & Wraps,5.0,7.0,6.0
Mcdonalds,Crispy Chipotle Chicken Snack Wrap,290,99,11.0,3.0,0.1,25.0,640.0,37.0,1.0,8.0,13.0,17.0,15.0,8.0,27.0,12.0,4.0,26.0,2.0,2.0,6.0,15.0,Sandwiches & Wraps,7.0,9.0,8.0
Mcdonalds,Double Filet-O-Fish,560,261,29.0,6.0,0.3,75.0,830.0,53.0,2.0,4.0,23.0,45.0,30.0,25.0,35.0,18.0,8.0,46.0,4.0,0.0,15.0,20.0,Sandwiches & Wraps,15.0,17.0,15.0
Mcdonalds,Filet-O-Fish,400,189,21.0,4.0,0.2,40.0,580.0,40.0,1.0,4.0,14.0,32.0,20.0,13.0,24.0,13.0,4.0,28.0,2.0,0.0,15.0,15.0,Sandwiches & Wraps,10.0,12.0,11.0
Mcdonalds,Junior Chicken,370,180,20.0,3.5,0.2,35.0,570.0,36.0,2.0,5.0,13.0,31.0,18.0,12.0,24.0,12.0,8.0,26.0,2.0,0.0,10.0,15.0,Sandwiches & Wraps,10.0,12.0,10.0
Mcdonalds,McChicken,470,243,27.0,4.5,0.2,45.0,650.0,44.0,3.0,6.0,16.0,42.0,23.0,15.0,27.0,15.0,12.0,32.0,4.0,2.0,10.0,20.0,Sandwiches & Wraps,13.0,15.0,13.0
Mcdonalds,McCrispy,520,234,26.0,4.0,0.2,65.0,880.0,43.0,2.0,8.0,29.0,40.0,20.0,22.0,37.0,14.0,8.0,58.0,2.0,2.0,2.0,20.0,Sandwiches & Wraps,13.0,15.0,14.0
Mcdonalds,McCrispy Bacon Deluxe,590,279,31.0,6.0,0.2,80.0,1120.0,44.0,3.0,9.0,34.0,48.0,30.0,27.0,47.0,15.0,12.0,68.0,6.0,15.0,2.0,20.0,Sandwiches & Wraps,16.0,17.0,16.0
Mcdonalds,Grilled Ranch Chicken Snack Wrap,240,72,8.0,3.0,0.1,50.0,450.0,25.0,1.0,2.0,17.0,12.0,15.0,17.0,19.0,8.0,4.0,34.0,2.0,2.0,8.0,10.0,Sandwiches & Wraps,5.0,7.0,6.0
Mcdonalds,Crispy Ranch Chicken Snack Wrap,290,117,13.0,3.5,0.2,30.0,590.0,31.0,1.0,2.0,14.0,20.0,18.0,10.0,25.0,10.0,4.0,28.0,2.0,2.0,8.0,10.0,Sandwiches & Wraps,7.0,9.0,8.0
Mcdonalds,Southern BBQ Sandwich with Grilled Chicken,500,135,15.0,6.0,0.3,125.0,1120.0,56.0,4.0,12.0,37.0,23.0,30.0,42.0,47.0,19.0,16.0,74.0,10.0,8.0,20.0,25.0,Sandwiches & Wraps,13.0,15.0,13.0
Mcdonalds,Southern BBQ Sandwich with Crispy Chicken,640,234,26.0,8.0,0.4,100.0,1190.0,72.0,5.0,12.0,32.0,40.0,40.0,33.0,50.0,24.0,20.0,64.0,10.0,8.0,20.0,30.0,Sandwiches & Wraps,18.0,20.0,17.0
Mcdonalds,Spicier Szechuan McChicken,490,243,27.0,4.5,0.3,45.0,760.0,47.0,3.0,8.0,16.0,42.0,23.0,15.0,32.0,16.0,12.0,32.0,4.0,2.0,2.0,20.0,Sandwiches & Wraps,14.0,15.0,13.0
Mcdonalds,Spiciest Ghost Pepper McChicken,490,243,27.0,4.0,0.3,50.0,720.0,45.0,3.0,7.0,16.0,42.0,20.0,17.0,30.0,15.0,12.0,32.0,4.0,2.0,2.0,20.0,Sandwiches & Wraps,13.0,15.0,13.0
Mcdonalds,Spicy Habanero McChicken,470,225,25.0,4.5,0.2,45.0,680.0,45.0,3.0,7.0,16.0,38.0,23.0,15.0,28.0,15.0,12.0,32.0,4.0,2.0,2.0,20.0,Sandwiches & Wraps,13.0,15.0,13.0
Mcdonalds,Sweet Chili Signature McWrap with Grilled Chicken,420,126,14.0,3.5,0.1,90.0,830.0,44.0,6.0,11.0,30.0,22.0,18.0,30.0,35.0,15.0,24.0,60.0,2.0,6.0,6.0,15.0,Sandwiches & Wraps,10.0,12.0,11.0
Mcdonalds,Sweet Chili Signature McWrap with Crispy Chicken,520,207,23.0,4.5,0.2,45.0,1130.0,56.0,6.0,11.0,23.0,35.0,23.0,15.0,47.0,19.0,24.0,46.0,2.0,4.0,8.0,15.0,Sandwiches & Wraps,14.0,16.0,14.0
Mcdonalds,Apple Slices,40,0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,130.0,2.0,2.0,Sides,2.0,2.0,1.0
Mcdonalds,Brownie RMHC Cookie,140,63,7.0,2.0,0.1,20.0,110.0,20.0,1.0,15.0,2.0,11.0,10.0,7.0,5.0,7.0,4.0,4.0,6.0,0.0,2.0,8.0,Sides,6.0,6.0,4.0
Mcdonalds,Chewy Oatmeal Caramel RMHC Cookie,160,81,9.0,4.5,0.1,5.0,160.0,20.0,1.0,12.0,2.0,14.0,23.0,2.0,7.0,7.0,4.0,4.0,0.0,0.0,2.0,4.0,Sides,7.0,7.0,5.0
Mcdonalds,Chocolate Chunk RMHC Cookie,160,72,8.0,3.5,0.0,10.0,90.0,21.0,1.0,14.0,2.0,12.0,18.0,3.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,8.0,Sides,7.0,7.0,4.0
Mcdonalds,Mini French Fries,120,54,6.0,0.5,0.0,0.0,90.0,16.0,1.0,0.0,1.0,9.0,3.0,0.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,2.0,Sides,4.0,4.0,3.0
Mcdonalds,Small French Fries,240,99,11.0,1.5,0.0,0.0,180.0,31.0,3.0,0.0,3.0,17.0,8.0,0.0,8.0,10.0,12.0,6.0,0.0,0.0,2.0,4.0,Sides,7.0,7.0,6.0
Mcdonalds,Medium French Fries,350,153,17.0,2.0,0.2,0.0,260.0,46.0,4.0,0.0,4.0,26.0,10.0,0.0,11.0,15.0,16.0,8.0,0.0,0.0,2.0,6.0,Sides,11.0,11.0,9.0
Mcdonalds,Large French Fries,560,243,27.0,3.5,0.3,0.0,420.0,74.0,6.0,0.0,6.0,42.0,18.0,0.0,18.0,25.0,24.0,12.0,0.0,0.0,2.0,8.0,Sides,17.0,17.0,15.0
Mcdonalds,Poutine,510,270,30.0,12.0,1.0,60.0,1010.0,44.0,3.0,1.0,17.0,46.0,60.0,20.0,42.0,15.0,12.0,34.0,10.0,2.0,40.0,6.0,Sides,17.0,17.0,14.0
Mcdonalds,Spicy Buffalo Chicken Poutine,1020,414,46.0,14.0,1.0,85.0,3760.0,121.0,6.0,9.0,31.0,71.0,70.0,28.0,157.0,40.0,24.0,62.0,15.0,6.0,45.0,15.0,Sides,31.0,33.0,27.0
Subway,Crispy Chicken Bacon & Peppercorn Ranch Rice Bowl,810,315,35.0,9.0,0.0,80.0,1420.0,91.0,6.0,5.0,34.0,54.0,45.0,27.0,59.0,30.0,24.0,68.0,0.0,0.0,10.0,20.0,Rice Bowls,23.0,24.0,22.0
Subway,Green Goddess Veggie Rice Bowl,690,360,40.0,8.0,0.0,25.0,1250.0,73.0,7.0,5.0,12.0,62.0,40.0,8.0,52.0,24.0,28.0,24.0,0.0,0.0,8.0,10.0,Rice Bowls,23.0,23.0,19.0
Subway,Southwest Steak & Avocado Rice Bowl,620,234,26.0,7.0,1.0,55.0,1390.0,73.0,7.0,5.0,25.0,40.0,35.0,18.0,58.0,24.0,28.0,50.0,0.0,0.0,8.0,15.0,Rice Bowls,19.0,19.0,16.0
Subway,Sweet Onion Chicken Teriyaki Rice Bowl,510,54,6.0,2.0,0.0,50.0,1140.0,90.0,5.0,24.0,23.0,9.0,10.0,17.0,48.0,30.0,20.0,46.0,0.0,0.0,4.0,10.0,Rice Bowls,15.0,17.0,13.0
Subway,Crispy Chicken Bacon & Peppercorn Ranch Rice Wrap,930,297,33.0,8.0,0.0,70.0,1750.0,119.0,7.0,6.0,40.0,51.0,40.0,23.0,73.0,40.0,28.0,80.0,0.0,0.0,14.0,35.0,Rice Wraps,26.0,27.0,25.0
Subway,Green Goddess Veggie Rice Wrap,760,297,33.0,7.0,0.0,20.0,1390.0,100.0,8.0,5.0,18.0,51.0,35.0,7.0,58.0,33.0,32.0,36.0,0.0,0.0,10.0,25.0,Rice Wraps,24.0,24.0,20.0
Subway,Southwest Steak & Avocado Rice Wrap,820,288,32.0,8.0,1.0,55.0,1820.0,102.0,8.0,7.0,31.0,49.0,40.0,18.0,76.0,34.0,32.0,62.0,0.0,0.0,10.0,30.0,Rice Wraps,25.0,25.0,21.0
Subway,Sweet Onion Chicken Teriyaki Rice Wrap,700,108,12.0,2.0,0.0,50.0,1570.0,119.0,6.0,25.0,29.0,18.0,10.0,17.0,65.0,40.0,24.0,58.0,0.0,0.0,8.0,25.0,Rice Wraps,21.0,22.0,18.0
Subway,Black Forest Ham Salad,110,27,3.0,1.0,0.0,25.0,500.0,13.0,4.0,5.0,11.0,5.0,5.0,8.0,21.0,4.0,16.0,22.0,0.0,0.0,4.0,10.0,Salads,3.0,3.0,3.0
Subway,Cold Cut Combo Salad,240,153,17.0,6.0,0.0,35.0,620.0,12.0,5.0,5.0,12.0,26.0,30.0,12.0,26.0,4.0,20.0,24.0,0.0,0.0,4.0,15.0,Salads,8.0,8.0,6.0
Subway,Italian BMT Salad,240,144,16.0,6.0,0.0,45.0,1080.0,13.0,4.0,6.0,15.0,25.0,30.0,15.0,45.0,4.0,16.0,30.0,0.0,0.0,4.0,30.0,Salads,8.0,8.0,7.0
Subway,Sweet Onion Chicken Teriyaki Salad,240,36,4.0,1.0,0.0,50.0,760.0,34.0,4.0,26.0,18.0,6.0,5.0,17.0,32.0,11.0,16.0,36.0,0.0,0.0,4.0,10.0,Salads,8.0,9.0,6.0
Subway,Tuna Salad,280,189,21.0,4.0,0.0,40.0,380.0,10.0,4.0,5.0,14.0,32.0,20.0,13.0,16.0,3.0,16.0,28.0,0.0,0.0,4.0,10.0,Salads,8.0,9.0,7.0
Subway,Turkey Breast Salad,120,27,3.0,1.0,0.0,30.0,570.0,13.0,4.0,6.0,12.0,5.0,5.0,10.0,24.0,4.0,16.0,24.0,0.0,0.0,4.0,10.0,Salads,3.0,3.0,3.0
Subway,Veggie Delight Salad,50,9,1.0,0.0,0.0,0.0,75.0,9.0,4.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,16.0,6.0,0.0,0.0,4.0,8.0,Salads,2.0,2.0,1.0
Subway,"6"" Black Forest Ham",280,35,4.0,1.0,0.0,15.0,700.0,48.0,5.0,7.0,15.0,6.0,5.0,5.0,29.0,16.0,20.0,30.0,8.0,20.0,6.0,15.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Black Forest Ham,560,70,8.0,2.0,0.0,30.0,1400.0,96.0,10.0,14.0,30.0,12.0,10.0,10.0,58.0,32.0,40.0,60.0,16.0,40.0,12.0,30.0,Subway Sandwiches,16.0,16.0,14.0
Subway,"6"" Chicken & Bacon Ranch",530,220,24.0,7.0,0.4,75.0,950.0,47.0,5.0,8.0,32.0,37.0,35.0,25.0,40.0,16.0,20.0,64.0,15.0,20.0,15.0,20.0,Subway Sandwiches,14.0,16.0,14.0
Subway,Footlong Chicken & Bacon Ranch,1060,440,48.0,14.0,0.8,150.0,1900.0,94.0,10.0,16.0,64.0,74.0,70.0,50.0,79.0,31.0,40.0,128.0,30.0,40.0,30.0,40.0,Subway Sandwiches,29.0,32.0,28.0
Subway,"6"" Cold Cut Combo",430,180,20.0,7.0,0.1,40.0,890.0,47.0,6.0,7.0,17.0,31.0,35.0,13.0,37.0,16.0,24.0,34.0,8.0,20.0,6.0,20.0,Subway Sandwiches,14.0,14.0,11.0
Subway,Footlong Cold Cut Combo,860,360,40.0,14.0,0.2,80.0,1780.0,94.0,12.0,14.0,34.0,62.0,70.0,27.0,74.0,31.0,48.0,68.0,16.0,40.0,12.0,40.0,Subway Sandwiches,28.0,28.0,23.0
Subway,"6"" Italian B.M.T.",410,150,16.0,6.0,0.3,40.0,1210.0,47.0,5.0,8.0,19.0,25.0,30.0,13.0,50.0,16.0,20.0,38.0,8.0,20.0,6.0,15.0,Subway Sandwiches,13.0,13.0,11.0
Subway,Footlong Italian B.M.T.,820,130,32.0,12.0,0.6,80.0,2420.0,94.0,10.0,16.0,38.0,49.0,60.0,27.0,101.0,31.0,40.0,76.0,16.0,40.0,12.0,30.0,Subway Sandwiches,26.0,26.0,21.0
Subway,"6"" Meatball Marinara",480,160,18.0,7.0,0.5,40.0,1000.0,60.0,8.0,12.0,21.0,28.0,35.0,13.0,42.0,20.0,32.0,42.0,25.0,35.0,10.0,25.0,Subway Sandwiches,16.0,16.0,12.0
Subway,Footlong Meatball Marinara,960,320,36.0,14.0,1.0,80.0,2000.0,120.0,16.0,24.0,42.0,55.0,70.0,27.0,83.0,40.0,64.0,84.0,50.0,70.0,20.0,50.0,Subway Sandwiches,32.0,32.0,25.0
Subway,"6"" Oven Roasted Chicken",310,40,5.0,1.5,0.0,40.0,560.0,47.0,5.0,8.0,21.0,8.0,8.0,13.0,23.0,16.0,20.0,42.0,8.0,20.0,4.0,15.0,Subway Sandwiches,7.0,9.0,8.0
Subway,Footlong Oven Roasted Chicken,620,80,9.0,3.0,0.0,80.0,1120.0,94.0,10.0,16.0,42.0,14.0,15.0,27.0,47.0,31.0,40.0,84.0,16.0,40.0,8.0,30.0,Subway Sandwiches,14.0,17.0,16.0
Subway,Footlong Pizza Sub Melt,90,360,40.0,16.0,0.8,80.0,2820.0,100.0,12.0,20.0,36.0,62.0,80.0,27.0,118.0,33.0,48.0,72.0,40.0,50.0,20.0,30.0,Subway Sandwiches,6.0,6.0,23.0
Subway,"6"" Pizza Sub Melt",450,180,20.0,8.0,0.4,40.0,1410.0,50.0,6.0,10.0,18.0,31.0,40.0,13.0,59.0,17.0,24.0,36.0,20.0,25.0,10.0,15.0,Subway Sandwiches,15.0,15.0,12.0
Subway,"6"" Roast Beef",290,40,5.0,1.5,0.0,20.0,680.0,46.0,5.0,7.0,17.0,8.0,8.0,7.0,28.0,15.0,20.0,34.0,8.0,20.0,4.0,20.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Roast Beef,580,80,9.0,3.0,0.0,40.0,1360.0,92.0,10.0,14.0,34.0,14.0,15.0,13.0,57.0,31.0,40.0,68.0,16.0,40.0,8.0,40.0,Subway Sandwiches,17.0,17.0,15.0
Subway,"6"" Steak & Cheese",380,90,10.0,4.0,0.4,50.0,1030.0,49.0,5.0,9.0,26.0,15.0,20.0,17.0,43.0,16.0,20.0,52.0,10.0,20.0,10.0,25.0,Subway Sandwiches,11.0,11.0,10.0
Subway,Footlong Steak & Cheese,760,180,20.0,8.0,0.8,100.0,2060.0,98.0,10.0,18.0,52.0,31.0,40.0,33.0,86.0,33.0,40.0,104.0,20.0,40.0,20.0,50.0,Subway Sandwiches,22.0,22.0,20.0
Subway,"6"" Subway Club",300,40,5.0,1.0,0.0,25.0,790.0,47.0,5.0,7.0,18.0,8.0,5.0,8.0,33.0,16.0,20.0,36.0,8.0,20.0,6.0,20.0,Subway Sandwiches,8.0,8.0,8.0
Subway,Footlong Subway Club,600,80,9.0,2.0,0.0,50.0,1580.0,94.0,10.0,14.0,36.0,14.0,10.0,17.0,66.0,31.0,40.0,72.0,16.0,40.0,12.0,40.0,Subway Sandwiches,17.0,17.0,15.0
Subway,"6"" Sweet Onion Chicken Teriyaki",370,40,4.0,1.0,0.0,50.0,770.0,58.0,5.0,16.0,23.0,6.0,5.0,17.0,32.0,19.0,20.0,46.0,10.0,25.0,6.0,20.0,Subway Sandwiches,10.0,11.0,9.0
Subway,Footlong Sweet Onion Chicken Teriyaki,740,80,8.0,2.0,0.0,100.0,1540.0,116.0,10.0,32.0,46.0,12.0,10.0,33.0,64.0,39.0,40.0,92.0,20.0,50.0,12.0,40.0,Subway Sandwiches,19.0,22.0,18.0
Subway,"6"" Tuna",480,230,25.0,5.0,0.3,40.0,580.0,44.0,5.0,7.0,20.0,38.0,25.0,13.0,24.0,15.0,20.0,40.0,10.0,20.0,4.0,20.0,Subway Sandwiches,15.0,15.0,13.0
Subway,Footlong Tuna,960,460,50.0,10.0,0.6,80.0,1160.0,88.0,10.0,14.0,40.0,77.0,50.0,27.0,48.0,29.0,40.0,80.0,20.0,40.0,8.0,40.0,Subway Sandwiches,30.0,30.0,25.0
Subway,"6"" Turkey Breast",290,35,4.0,1.0,0.0,20.0,690.0,47.0,5.0,8.0,16.0,6.0,5.0,7.0,29.0,16.0,20.0,32.0,8.0,20.0,6.0,20.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Turkey Breast,580,70,8.0,2.0,0.0,40.0,1380.0,94.0,10.0,16.0,32.0,12.0,10.0,13.0,58.0,31.0,40.0,64.0,16.0,40.0,12.0,40.0,Subway Sandwiches,17.0,17.0,14.0
Subway,"6"" Turkey Breast & Ham",290,40,4.0,1.0,0.0,20.0,760.0,48.0,5.0,7.0,17.0,6.0,5.0,7.0,32.0,16.0,20.0,34.0,8.0,20.0,6.0,20.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Turkey Breast & Ham,580,80,8.0,2.0,0.0,40.0,1520.0,96.0,10.0,14.0,34.0,12.0,10.0,13.0,63.0,32.0,40.0,68.0,16.0,40.0,12.0,40.0,Subway Sandwiches,17.0,17.0,15.0
Subway,"6"" Veggie Delite",230,20,3.0,0.5,0.0,0.0,280.0,44.0,5.0,7.0,8.0,5.0,3.0,0.0,12.0,15.0,20.0,16.0,8.0,20.0,4.0,15.0,Subway Sandwiches,5.0,7.0,6.0
Subway,Footlong Veggie Delite,460,40,5.0,1.0,0.0,0.0,560.0,88.0,10.0,14.0,16.0,8.0,5.0,0.0,23.0,29.0,40.0,32.0,16.0,40.0,8.0,30.0,Subway Sandwiches,12.0,14.0,12.0
Tim Hortons,12 Grain Bagel,330,81,9.0,1.5,0.0,0.0,450.0,55.0,6.0,8.0,10.0,14.0,8.0,0.0,19.0,18.0,24.0,20.0,0.0,0.0,6.0,25.0,Bagels,,,
Tim Hortons,Cheese and Chive Bagel,330,45,5.0,2.0,0.1,5.0,550.0,58.0,3.0,4.0,12.0,8.0,10.0,2.0,23.0,19.0,12.0,24.0,2.0,0.0,10.0,25.0,Bagels,,,
Tim Hortons,Cinnamon Raisin Bagel,300,18,2.0,0.3,0.0,0.0,390.0,63.0,3.0,11.0,9.0,3.0,2.0,0.0,16.0,21.0,12.0,18.0,0.0,0.0,6.0,25.0,Bagels,,,
Tim Hortons,Everything Bagel,300,27,3.0,0.5,0.0,0.0,410.0,60.0,3.0,6.0,10.0,5.0,3.0,0.0,17.0,20.0,12.0,20.0,0.0,0.0,4.0,25.0,Bagels,,,
Tim Hortons,Four Cheese Bagel,320,45,5.0,2.0,0.1,5.0,580.0,57.0,2.0,3.0,12.0,8.0,10.0,2.0,24.0,19.0,8.0,24.0,0.0,0.0,10.0,30.0,Bagels,,,
Tim Hortons,Jalapeno Asiago Mozzarella Bagel,310,36,4.0,1.5,0.1,5.0,730.0,58.0,3.0,2.0,12.0,6.0,8.0,2.0,30.0,19.0,12.0,24.0,2.0,0.0,10.0,30.0,Bagels,,,
Tim Hortons,Maple Cinnamon French Toast Bagel,350,36,4.0,1.5,0.2,5.0,540.0,67.0,2.0,15.0,10.0,6.0,8.0,2.0,23.0,22.0,8.0,20.0,0.0,0.0,8.0,25.0,Bagels,,,
Tim Hortons,Plain Bagel,290,18,2.0,0.4,0.0,0.0,440.0,58.0,2.0,4.0,9.0,3.0,2.0,0.0,18.0,19.0,8.0,18.0,0.0,0.0,4.0,25.0,Bagels,,,
Tim Hortons,Roasted Garlic & Cheese Bagel,310,45,5.0,1.5,0.0,5.0,710.0,54.0,2.0,3.0,13.0,8.0,8.0,2.0,30.0,18.0,8.0,26.0,2.0,0.0,10.0,25.0,Bagels,,,
Tim Hortons,Sesame Seed Bagel,300,27,3.0,0.5,0.0,0.0,420.0,59.0,3.0,5.0,11.0,5.0,3.0,0.0,18.0,20.0,12.0,22.0,0.0,0.0,4.0,25.0,Bagels,,,
Tim Hortons,Sundried Tomato Asiago Parm Bagel,320,45,5.0,2.0,0.1,5.0,860.0,59.0,3.0,4.0,12.0,8.0,10.0,2.0,36.0,20.0,12.0,24.0,2.0,0.0,15.0,30.0,Bagels,,,
Tim Hortons,Banana Chocolate Loaf,380,144,16.0,2.5,0.1,25.0,440.0,56.0,1.0,32.0,4.0,25.0,13.0,8.0,18.0,19.0,4.0,8.0,14.0,4.0,4.0,13.0,Baked Goods & Desserts,,,
Tim Hortons,Carrot Cake Muffin with Walnuts,350,117,13.0,2.5,0.2,30.0,360.0,53.0,2.0,27.0,5.0,20.0,13.0,10.0,15.0,18.0,8.0,10.0,45.0,4.0,10.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Chocolate Chip Muffin,420,144,16.0,4.5,0.1,35.0,330.0,66.0,2.0,35.0,6.0,25.0,23.0,12.0,14.0,22.0,8.0,12.0,0.0,0.0,4.0,30.0,Baked Goods & Desserts,,,
Tim Hortons,Chocolate Chunk Cookie,240,90,10.0,6.0,0.4,25.0,250.0,34.0,1.0,19.0,3.0,15.0,30.0,8.0,10.0,11.0,4.0,6.0,0.0,0.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Glazed Cinnamon Roll,320,108,12.0,5.0,0.1,0.0,250.0,47.0,2.0,15.0,7.0,18.0,25.0,0.0,10.0,16.0,8.0,14.0,0.0,0.0,4.0,15.0,Baked Goods & Desserts,,,
