Company,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Total Fat (% Daily Value),Saturated Fat (% Daily Value),Cholesterol (% Daily Value),Sodium (% Daily Value),Total Carbohydrates (% Daily Value),Dietary Fiber (% Daily Value),Protein (% Daily Value),Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Category,FreeStyle Points,SmartPoints,PointsPlus
Tim Hortons,Frosted Cinnamon Roll,370,126,14.0,5.0,0.1,0.0,280.0,56.0,2.0,23.0,7.0,22.0,25.0,0.0,12.0,19.0,8.0,14.0,0.0,0.0,4.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Plain Croissant,260,126,14.0,6.0,0.1,0.0,250.0,29.0,1.0,4.0,5.0,22.0,30.0,0.0,10.0,10.0,4.0,10.0,8.0,8.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Cheese Croissant,290,135,15.0,7.0,0.1,5.0,300.0,29.0,1.0,4.0,7.0,23.0,35.0,2.0,13.0,10.0,4.0,14.0,10.0,8.0,6.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Cherry Cheese Danish,300,144,16.0,7.0,0.2,0.0,410.0,36.0,1.0,14.0,4.0,25.0,35.0,0.0,17.0,12.0,4.0,8.0,0.0,15.0,0.0,10.0,Baked Goods & Desserts,,,
Tim Hortons,Maple Pecan Danish,370,189,21.0,7.0,0.1,5.0,250.0,43.0,2.0,14.0,5.0,32.0,35.0,2.0,10.0,14.0,8.0,10.0,6.0,8.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Double Chocolate Cookie,250,108,12.0,8.0,0.4,35.0,200.0,32.0,2.0,20.0,3.0,18.0,40.0,12.0,8.0,11.0,8.0,6.0,0.0,0.0,2.0,18.0,Baked Goods & Desserts,,,
Tim Hortons,Fruit Explosion Muffin,340,90,10.0,1.5,0.1,30.0,470.0,58.0,2.0,25.0,5.0,15.0,8.0,10.0,20.0,19.0,8.0,10.0,0.0,6.0,60.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Lemon Poppyseed Loaf,340,126,14.0,2.5,0.1,40.0,320.0,49.0,2.0,25.0,5.0,22.0,13.0,13.0,13.0,16.0,8.0,10.0,1.0,5.0,1.0,14.0,Baked Goods & Desserts,,,
Tim Hortons,Blueberry Mini Strudel,60,27,3.0,1.5,0.0,0.0,65.0,8.0,0.0,3.0,1.0,5.0,8.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,Baked Goods & Desserts,,,
Tim Hortons,Apple Mini Strudel,60,27,3.0,1.5,0.0,0.0,65.0,8.0,0.0,2.0,1.0,5.0,8.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,Baked Goods & Desserts,,,
Tim Hortons,Oatmeal Raisin Spice Cookie,210,72,8.0,4.5,0.1,20.0,190.0,32.0,1.0,19.0,3.0,12.0,23.0,7.0,8.0,11.0,4.0,6.0,8.0,0.0,2.0,8.0,Baked Goods & Desserts,,,
Tim Hortons,Peanut Butter Cookie,280,153,17.0,8.0,0.4,25.0,240.0,27.0,2.0,16.0,6.0,26.0,40.0,8.0,10.0,9.0,8.0,12.0,0.0,0.0,2.0,8.0,Baked Goods & Desserts,,,
Tim Hortons,Raisin Bran Muffin,370,108,12.0,2.0,0.1,20.0,370.0,63.0,4.0,36.0,5.0,18.0,10.0,7.0,15.0,21.0,16.0,10.0,0.0,0.0,4.0,20.0,Baked Goods & Desserts,,,
Tim Hortons,Raisin Tea Biscuit,250,72,8.0,1.5,0.0,0.0,430.0,39.0,2.0,12.0,5.0,12.0,8.0,0.0,18.0,13.0,8.0,10.0,0.0,0.0,4.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Cheese Tea Biscuit,260,99,11.0,3.5,0.2,10.0,540.0,31.0,1.0,5.0,8.0,17.0,18.0,3.0,23.0,10.0,4.0,16.0,4.0,0.0,10.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Whole Grain Pecan Banana Bread Muffin,350,99,11.0,1.5,0.1,30.0,400.0,60.0,5.0,27.0,6.0,17.0,8.0,10.0,17.0,20.0,20.0,12.0,0.0,0.0,4.0,20.0,Baked Goods & Desserts,,,
Tim Hortons,Wild Blueberry Muffin,340,99,11.0,2.0,0.1,30.0,430.0,57.0,2.0,25.0,5.0,17.0,10.0,10.0,18.0,19.0,8.0,10.0,0.0,0.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Bagel B.E.L.T.,530,216,24.0,7.0,0.2,155.0,1040.0,61.0,7.0,11.0,24.0,37.0,35.0,52.0,43.0,20.0,28.0,48.0,10.0,15.0,20.0,30.0,Breakfast,,,
Tim Hortons,Egg & Cheese Bagel Sandwich,390,99,11.0,4.5,0.1,145.0,890.0,55.0,2.0,8.0,18.0,17.0,23.0,48.0,37.0,18.0,8.0,36.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese Bagel Sandwich",450,144,16.0,6.0,0.1,155.0,1030.0,55.0,2.0,8.0,21.0,25.0,30.0,52.0,43.0,18.0,8.0,42.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese Bagel Sandwich",560,225,25.0,10.0,0.1,170.0,1120.0,61.0,2.0,5.0,23.0,38.0,50.0,57.0,47.0,20.0,8.0,46.0,10.0,0.0,15.0,35.0,Breakfast,,,
Tim Hortons,Egg & Cheese Biscuit Sandwich,340,153,17.0,11.0,0.4,145.0,860.0,32.0,2.0,4.0,18.0,26.0,55.0,48.0,36.0,11.0,8.0,36.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,Simply Sausage Biscuit Sandwich,380,207,23.0,12.0,0.2,25.0,600.0,29.0,2.0,3.0,11.0,35.0,60.0,8.0,25.0,10.0,8.0,22.0,1.0,0.0,2.0,17.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese Biscuit Sandwich",400,198,22.0,12.0,0.4,155.0,1000.0,33.0,2.0,4.0,18.0,34.0,60.0,52.0,42.0,11.0,8.0,36.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese Biscuit Sandwich",500,297,33.0,16.0,0.5,170.0,1030.0,33.0,2.0,4.0,19.0,51.0,80.0,57.0,43.0,11.0,8.0,38.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,Egg & Cheese Croissant Sandwich,410,216,24.0,12.0,0.5,165.0,700.0,35.0,1.0,5.0,14.0,37.0,60.0,55.0,29.0,12.0,4.0,28.0,10.0,20.0,15.0,20.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese Croissant Sandwich",470,261,29.0,14.0,0.5,175.0,850.0,35.0,1.0,5.0,18.0,45.0,70.0,58.0,35.0,12.0,4.0,36.0,10.0,20.0,15.0,20.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese Croissant Sandwich",570,360,40.0,18.0,0.5,190.0,880.0,35.0,2.0,5.0,19.0,62.0,90.0,63.0,37.0,12.0,8.0,38.0,10.0,20.0,15.0,20.0,Breakfast,,,
Tim Hortons,Egg & Cheese English Muffin Sandwich,270,99,11.0,5.0,0.1,145.0,570.0,28.0,1.0,2.0,13.0,17.0,25.0,48.0,24.0,9.0,4.0,26.0,10.0,0.0,20.0,15.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese English Muffin Sandwich",330,135,15.0,7.0,0.1,155.0,710.0,28.0,1.0,3.0,17.0,23.0,35.0,52.0,30.0,9.0,4.0,34.0,10.0,0.0,20.0,20.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese English Muffin Sandwich",440,234,26.0,10.0,0.3,170.0,740.0,28.0,1.0,3.0,18.0,40.0,50.0,57.0,31.0,9.0,4.0,36.0,10.0,0.0,20.0,20.0,Breakfast,,,
Tim Hortons,Farmer's Breakfast Sandwich,660,378,42.0,17.0,0.5,175.0,1450.0,49.0,3.0,4.0,21.0,65.0,85.0,58.0,60.0,16.0,12.0,42.0,15.0,2.0,15.0,25.0,Breakfast,,,
Tim Hortons,Strawberry Greek Yogurt with Berries & Granola,270,45,5.0,0.3,0.0,0.0,90.0,40.0,3.0,25.0,15.0,8.0,2.0,0.0,4.0,13.0,12.0,30.0,6.0,15.0,35.0,40.0,Breakfast,,,
Tim Hortons,Vanilla Greek Yogurt with Berries & Granola,270,45,5.0,0.3,0.0,0.0,90.0,40.0,3.0,25.0,15.0,8.0,2.0,0.0,4.0,13.0,12.0,30.0,6.0,15.0,35.0,40.0,Breakfast,,,
Tim Hortons,Bacon Grilled Breakfast Wrap,420,207,23.0,8.0,0.2,160.0,870.0,37.0,2.0,3.0,18.0,35.0,40.0,53.0,36.0,12.0,8.0,36.0,10.0,0.0,25.0,20.0,Breakfast,,,
Tim Hortons,Sausage Grilled Breakfast Wrap,530,306,34.0,12.0,0.4,175.0,910.0,37.0,2.0,3.0,19.0,52.0,60.0,58.0,38.0,12.0,8.0,38.0,10.0,2.0,25.0,25.0,Breakfast,,,
Tim Hortons,Grilled Farmer's Breakfast Wrap,680,378,42.0,12.0,0.4,215.0,1150.0,54.0,3.0,3.0,21.0,65.0,60.0,72.0,48.0,18.0,12.0,42.0,10.0,4.0,25.0,25.0,Breakfast,,,
Tim Hortons,Harvest Breakfast Sandwich,391,162,18.0,8.0,0.2,206.0,863.0,40.0,2.0,7.0,20.0,28.0,40.0,69.0,36.0,13.0,8.0,40.0,0.0,0.0,0.0,0.0,Breakfast,,,
Tim Hortons,Harvest Farmer's Breakfast Wrap,568,261,29.0,9.0,0.4,206.0,1078.0,56.0,4.0,4.0,22.0,45.0,45.0,69.0,45.0,19.0,16.0,44.0,0.0,0.0,0.0,0.0,Breakfast,,,
Tim Hortons,Hash Brown,130,63,7.0,0.5,0.1,0.0,280.0,16.0,1.0,0.0,1.0,11.0,3.0,0.0,12.0,5.0,4.0,2.0,0.0,2.0,2.0,2.0,Breakfast,,,
Tim Hortons,Plain Oatmeal,160,27,3.0,0.5,0.0,0.0,220.0,32.0,4.0,4.0,5.0,5.0,3.0,0.0,9.0,11.0,16.0,10.0,0.0,0.0,2.0,15.0,Breakfast,,,
Tim Hortons,Mixed Berry Oatmeal,210,27,3.0,0.5,0.0,0.0,220.0,44.0,6.0,14.0,6.0,5.0,3.0,0.0,9.0,15.0,24.0,12.0,0.0,10.0,4.0,15.0,Breakfast,,,
Tim Hortons,Maple Oatmeal,220,27,3.0,0.5,0.0,0.0,220.0,49.0,4.0,20.0,5.0,5.0,3.0,0.0,9.0,16.0,16.0,10.0,0.0,0.0,4.0,15.0,Breakfast,,,
Tim Hortons,Americano,1,0.9,0.1,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Biebs Brew,116,58.5,6.5,4.0,0.2,18.0,47.0,13.0,0.0,13.0,1.0,10.0,20.0,6.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Biebs Brew,152,72,8.0,5.0,0.3,21.0,56.0,19.0,0.0,19.0,2.0,12.0,25.0,7.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Biebs Brew,228,117,13.0,8.0,0.4,35.0,90.0,26.0,0.0,26.0,2.0,20.0,40.0,12.0,4.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Cafe Mocha,190,72,8.0,7.0,0.3,0.0,170.0,29.0,1.0,24.0,1.0,12.0,35.0,0.0,7.0,10.0,4.0,2.0,0.0,0.0,0.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Cafe Mocha,270,99,11.0,10.0,0.4,0.0,240.0,40.0,2.0,34.0,2.0,17.0,50.0,0.0,10.0,13.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Cafe Mocha,300,108,12.0,10.0,0.4,0.0,300.0,47.0,2.0,40.0,2.0,18.0,50.0,0.0,13.0,16.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Cafe Mocha,330,108,12.0,11.0,0.4,0.0,350.0,51.0,2.0,43.0,2.0,18.0,55.0,0.0,15.0,17.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Cappuccino,120,40.5,4.5,3.0,0.1,20.0,120.0,11.0,0.0,11.0,8.0,7.0,15.0,7.0,5.0,4.0,0.0,16.0,10.0,0.0,30.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Caramel Iced Latte,220,45,5.0,3.0,0.1,20.0,140.0,37.0,0.0,34.0,8.0,8.0,15.0,7.0,6.0,12.0,0.0,16.0,8.0,0.0,25.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Caramel Latte,270,63,7.0,4.0,0.1,25.0,180.0,41.0,0.0,38.0,11.0,11.0,20.0,8.0,8.0,14.0,0.0,22.0,10.0,0.0,35.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Dark Roast Coffee,3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Dark Roast Coffee,4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Dark Roast Coffee,5,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Dark Roast Coffee,5,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Decaffeinated Coffee,3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Decaffeinated Coffee,4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Decaffeinated Coffee,5,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Decaffeinated Coffee,5,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Espresso,1,0.9,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small French Vanilla Cappuccino,250,72,8.0,7.0,0.1,5.0,210.0,41.0,1.0,31.0,4.0,12.0,35.0,2.0,9.0,14.0,4.0,8.0,0.0,0.0,10.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium French Vanilla Cappuccino,310,90,10.0,9.0,0.1,5.0,270.0,52.0,2.0,40.0,5.0,15.0,45.0,2.0,11.0,17.0,8.0,10.0,0.0,0.0,15.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large French Vanilla Cappuccino,430,117,13.0,12.0,0.1,5.0,370.0,71.0,2.0,55.0,7.0,20.0,60.0,2.0,15.0,24.0,8.0,14.0,0.0,0.0,20.0,4.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large French Vanilla Cappuccino,550,153,17.0,15.0,0.1,5.0,480.0,91.0,3.0,70.0,9.0,26.0,75.0,2.0,20.0,30.0,12.0,18.0,0.0,2.0,25.0,6.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Hot Chocolate,240,54,6.0,5.0,0.2,0.0,360.0,45.0,2.0,38.0,2.0,9.0,25.0,0.0,15.0,15.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Hot Chocolate,300,63,7.0,6.0,0.2,0.0,460.0,57.0,3.0,49.0,2.0,11.0,30.0,0.0,19.0,19.0,12.0,4.0,0.0,0.0,2.0,20.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Hot Chocolate,420,90,10.0,9.0,0.3,0.0,630.0,79.0,4.0,67.0,3.0,15.0,45.0,0.0,26.0,26.0,16.0,6.0,0.0,0.0,2.0,25.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Hot Chocolate,530,117,13.0,11.0,0.4,0.0,810.0,101.0,5.0,86.0,4.0,20.0,55.0,0.0,34.0,34.0,20.0,8.0,0.0,0.0,2.0,35.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Iced Capp,250,99,11.0,6.0,0.4,45.0,50.0,33.0,0.0,33.0,2.0,17.0,30.0,15.0,2.0,11.0,0.0,4.0,8.0,0.0,10.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Iced Capp,360,135,15.0,9.0,0.5,60.0,70.0,48.0,0.0,47.0,3.0,23.0,45.0,20.0,3.0,16.0,0.0,6.0,10.0,0.0,15.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Iced Capp,470,180,20.0,12.0,1.0,80.0,90.0,63.0,0.0,62.0,4.0,31.0,60.0,27.0,4.0,21.0,0.0,8.0,15.0,0.0,15.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Iced Coffee,120,63,7.0,4.0,0.3,25.0,60.0,12.0,0.0,8.0,1.0,11.0,20.0,8.0,3.0,4.0,0.0,2.0,6.0,0.0,6.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Iced Coffee,160,63,7.0,4.0,0.3,25.0,90.0,22.0,0.0,13.0,2.0,11.0,20.0,8.0,4.0,7.0,0.0,4.0,6.0,0.0,6.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Iced Coffee,260,99,11.0,7.0,0.4,45.0,135.0,33.0,0.0,21.0,3.0,17.0,35.0,15.0,6.0,11.0,0.0,6.0,8.0,0.0,10.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Iced Latte,100,36,4.0,2.5,0.1,15.0,100.0,9.0,0.0,9.0,7.0,6.0,13.0,5.0,4.0,3.0,0.0,14.0,8.0,0.0,25.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Latte,150,54,6.0,3.5,0.1,20.0,140.0,13.0,0.0,13.0,10.0,9.0,18.0,7.0,6.0,4.0,0.0,20.0,10.0,0.0,35.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Mocha Iced Capp,290,99,11.0,7.0,0.4,45.0,60.0,42.0,0.0,38.0,2.0,17.0,35.0,15.0,3.0,14.0,0.0,4.0,8.0,0.0,10.0,6.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Mocha Iced Capp,410,144,16.0,10.0,0.5,60.0,90.0,61.0,1.0,56.0,3.0,25.0,50.0,20.0,4.0,20.0,4.0,6.0,10.0,0.0,15.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Mocha Iced Capp,540,189,21.0,13.0,1.0,80.0,115.0,80.0,1.0,73.0,5.0,32.0,65.0,27.0,5.0,27.0,4.0,10.0,15.0,0.0,20.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Mocha Iced Coffee,160,63,7.0,4.5,0.3,25.0,75.0,21.0,0.0,13.0,2.0,11.0,23.0,8.0,3.0,7.0,0.0,4.0,6.0,0.0,6.0,6.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Mocha Iced Coffee,220,63,7.0,4.5,0.3,25.0,110.0,35.0,1.0,22.0,2.0,11.0,23.0,8.0,5.0,12.0,4.0,4.0,6.0,0.0,6.0,8.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Mocha Iced Latte,200,40.5,4.5,2.5,0.1,15.0,350.0,33.0,1.0,31.0,8.0,7.0,13.0,5.0,15.0,11.0,4.0,16.0,8.0,0.0,25.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Mocha Latte,240,54,6.0,3.5,0.1,20.0,390.0,37.0,1.0,35.0,11.0,9.0,18.0,7.0,16.0,12.0,4.0,22.0,10.0,0.0,35.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Original Blend Coffee,3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Original Blend Coffee,4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Original Blend Coffee,5,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Original Blend Coffee,5,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Pumpkin Spice Iced Capp,361,180,20.0,14.1,0.7,61.0,95.0,48.0,0.7,45.0,3.0,31.0,71.0,20.0,4.0,16.0,3.0,6.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Pumpkin Spice Iced Capp,470,225,25.0,17.0,0.9,81.0,125.0,62.0,0.9,58.0,4.0,38.0,85.0,27.0,5.0,21.0,4.0,8.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Pumpkin Spice Iced Capp,594,243,27.0,18.2,0.8,89.0,156.0,79.0,1.2,74.0,5.0,42.0,91.0,30.0,7.0,26.0,5.0,10.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Pumpkin Spice Latte,238,87.3,9.7,7.8,0.1,19.0,137.0,30.0,0.1,28.0,7.0,15.0,39.0,6.0,6.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Pumpkin Spice Latte,315,108,12.0,9.2,0.2,29.0,214.0,40.0,0.1,38.0,11.0,18.0,46.0,10.0,9.0,13.0,0.0,22.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Pumpkin Spice Latte,392,135,15.0,10.7,0.2,38.0,249.0,40.0,0.1,48.0,15.0,23.0,54.0,13.0,10.0,13.0,0.0,30.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Tea Latte,150,54,6.0,3.5,0.1,20.0,135.0,13.0,0.0,13.0,10.0,9.0,18.0,7.0,6.0,4.0,0.0,20.0,11.0,0.0,34.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Vanilla Iced Latte,160,36,4.0,2.5,0.1,15.0,100.0,24.0,0.0,23.0,7.0,6.0,13.0,5.0,4.0,8.0,0.0,14.0,8.0,0.0,25.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Vanilla Latte,200,54,6.0,3.5,0.1,20.0,140.0,28.0,0.0,27.0,10.0,9.0,18.0,7.0,6.0,9.0,0.0,20.0,10.0,0.0,35.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Apple Fritter Donut,310,72,8.0,3.5,0.0,0.0,330.0,53.0,2.0,19.0,7.0,12.0,18.0,0.0,14.0,18.0,8.0,14.0,0.0,4.0,4.0,15.0,Donuts,,,
